WORD,IM_Y_M_N,IM_Y_F_N,IM_O_M_N,IM_O_F_N,IM_Y_M_MEAN,IM_Y_F_MEAN,IM_O_M_MEAN,IM_O_F_MEAN,IM_Y_M_SD,IM_Y_F_SD,IM_O_M_SD,IM_O_F_SD,IM_Y_N,IM_O_N,IM_Y_MEAN,IM_O_MEAN,IM_Y_SD,IM_O_SD,EM_Y_M_N,EM_Y_F_N,EM_O_M_N,EM_O_F_N,EM_Y_M_MEAN,EM_Y_F_MEAN,EM_O_M_MEAN,EM_O_F_MEAN,EM_Y_M_SD,EM_Y_F_SD,EM_O_M_SD,EM_O_F_SD,EM_Y_N,EM_O_N,EM_Y_MEAN,EM_O_MEAN,EM_Y_SD,EM_O_SD,F_Unknown_Y,F_Unknown_O,Kategorie,WORD_length,length_group,Is_plant
Frikassee,9,10,13,8,74.56,80.9,75.31,90.25,30.77,16.36,29.86,11.37,19,21,77.89,81.0,23.77,25.21,10,9,9,11,30.3,7.11,44.33,6.0,36.54,44.25,32.06,39.04,19,20,19.32,23.25,40.98,40.22,0.0,0.03,,9,long_word,
Friseur,11,8,14,9,65.0,63.63,88.93,88.33,24.66,27.03,17.95,21.0,19,23,64.42,88.7,24.95,18.73,9,9,7,12,-2.56,13.44,24.71,28.58,24.5,21.04,21.98,30.35,18,19,5.44,27.16,23.63,26.97,0.0,0.0,nature_based_human,7,long_word,
Frist,10,10,12,11,15.7,16.0,42.67,35.09,13.82,18.07,32.41,28.34,20,23,15.85,39.04,15.66,30.08,8,10,8,11,-36.63,-29.8,-30.38,3.64,25.3,20.48,39.24,21.0,18,19,-32.83,-10.68,22.31,33.79,0.0,0.0,,5,short_word,
Frosch,14,15,15,17,96.86,97.53,97.4,91.35,3.82,3.18,4.47,11.59,29,32,97.21,94.19,3.46,9.37,10,8,9,10,29.2,16.25,29.22,14.6,26.02,13.57,31.35,21.98,18,19,23.44,21.53,21.87,27.1,0.0,0.0,nature_based_non_human,6,short_word,
Frottee,9,9,11,12,59.22,80.89,65.09,88.58,35.3,18.89,27.84,9.74,18,23,70.06,77.35,29.64,23.32,9,9,8,11,30.78,39.89,25.63,35.09,31.17,35.08,19.09,28.68,18,19,35.33,31.11,32.53,24.93,0.04,0.0,,7,long_word,
Frucht,9,12,13,10,78.33,79.92,93.69,89.1,14.55,14.99,7.43,12.49,21,23,79.24,91.7,14.46,9.97,10,8,9,10,38.1,40.38,55.78,53.3,21.88,26.98,25.61,28.81,18,19,39.11,54.47,23.55,26.61,0.0,0.0,nature_based_non_human,6,short_word,
Frühling,11,9,11,12,62.91,57.33,88.36,72.0,32.51,31.34,12.09,27.79,20,23,60.4,79.83,31.27,22.86,8,11,8,11,71.0,73.36,83.13,79.91,28.14,24.17,17.55,13.83,19,19,72.37,81.26,25.18,15.12,0.0,0.0,,8,long_word,
Frühstück,10,10,12,11,64.3,66.8,88.5,82.27,25.89,19.22,15.86,17.13,20,23,65.55,85.52,22.23,16.41,9,9,9,10,31.56,52.33,53.67,57.7,23.01,28.77,30.62,21.31,18,19,41.94,55.79,27.44,25.46,0.0,0.0,,9,long_word,
Fuchs,10,9,13,10,91.3,95.89,94.38,85.2,10.7,7.98,7.81,15.95,19,23,93.47,90.39,9.54,12.61,9,9,9,10,30.44,12.78,28.11,-2.4,31.35,27.13,50.57,40.12,18,19,21.61,12.05,29.85,46.76,0.0,0.0,nature_based_non_human,5,short_word,
Funk,10,10,10,11,37.1,32.7,50.6,52.09,33.17,19.79,15.78,31.05,20,21,34.9,51.38,26.68,24.38,8,10,11,8,14.63,13.9,35.09,15.88,35.39,23.97,25.18,16.47,18,19,14.22,27.0,28.63,23.51,0.0,0.04,,4,short_word,
Funktion,10,10,13,10,46.6,14.4,37.54,35.4,43.01,11.82,33.08,34.02,20,23,30.5,36.61,34.86,32.73,9,9,8,11,-7.56,8.67,3.5,12.45,37.54,26.66,6.85,41.29,18,19,0.56,8.68,32.67,31.4,0.0,0.0,,8,long_word,
Funkturm,9,11,12,11,89.56,86.73,96.42,92.27,8.23,13.42,7.45,14.7,20,23,88.0,94.43,11.2,11.42,8,10,8,11,14.75,17.4,29.75,48.73,37.25,20.72,27.44,29.3,18,19,16.22,40.74,28.29,29.37,0.0,0.0,,8,long_word,
Furcht,11,9,11,12,36.64,33.89,46.45,38.17,32.64,14.8,29.01,35.19,20,23,35.4,42.13,25.59,31.93,9,9,9,10,-30.22,-60.78,-28.89,-56.2,38.68,35.9,30.05,20.57,18,19,-45.5,-43.26,39.47,28.45,0.0,0.0,,6,short_word,
Fuß,10,10,13,10,86.6,95.4,98.0,91.0,14.12,6.54,3.81,9.19,20,23,91.0,94.96,11.62,7.42,10,8,9,10,8.8,4.0,16.67,27.9,16.65,24.91,27.05,33.57,18,19,6.67,22.58,20.2,30.36,0.0,0.0,,3,short_word,
Fußball,12,10,12,11,95.08,90.7,95.33,93.55,5.98,13.24,7.36,7.37,22,23,93.09,94.48,9.94,7.25,9,9,9,10,51.11,10.11,35.78,23.8,40.27,32.79,30.21,50.17,18,19,30.61,29.47,41.4,41.26,0.0,0.0,,7,long_word,
Fußboden,8,12,12,11,74.5,77.0,92.75,87.0,21.63,19.42,10.46,18.8,20,23,76.0,90.0,19.81,14.97,11,8,8,11,5.0,5.0,12.25,16.0,21.66,14.14,20.68,20.12,19,19,5.0,14.42,18.39,19.87,0.0,0.0,,8,long_word,
Futter,10,10,10,12,67.1,62.8,79.2,80.58,15.53,16.19,22.38,22.24,20,22,64.95,79.95,15.6,21.78,9,9,8,11,19.0,8.33,26.13,23.0,31.96,21.12,18.19,29.1,18,19,13.67,24.32,26.85,24.53,0.0,0.0,,6,short_word,
Gabel,10,9,13,10,90.1,96.78,97.69,89.4,14.11,4.66,3.45,14.49,19,23,93.26,94.09,10.99,10.49,9,10,9,10,8.44,5.8,31.56,9.1,17.59,11.86,25.97,24.87,19,19,7.05,19.74,14.48,27.24,0.0,0.0,,5,short_word,
Galeere,10,10,14,9,67.4,66.0,89.86,77.44,25.3,33.88,12.21,24.78,20,23,66.7,85.0,29.11,18.7,10,7,9,10,-15.6,-47.71,-57.22,-42.2,37.67,47.34,23.09,41.03,17,19,-28.82,-49.32,43.64,33.73,0.03,0.0,,7,long_word,
Galgen,9,11,11,12,95.33,88.45,91.73,74.83,5.24,10.76,9.97,24.66,20,23,91.55,82.91,9.21,20.59,8,10,9,10,-74.88,-74.0,-89.89,-83.7,15.78,36.92,18.04,22.68,18,19,-74.39,-86.63,28.71,20.3,0.0,0.0,,6,short_word,
Gang,10,11,14,9,65.8,72.55,67.57,50.67,32.52,22.89,28.05,34.13,21,23,69.33,60.96,27.38,30.98,11,9,10,9,2.82,8.56,10.7,5.33,20.17,14.75,16.8,29.55,20,19,5.4,8.16,17.73,23.17,0.0,0.0,,4,short_word,
Gans,10,10,12,11,90.2,94.0,96.92,89.27,15.27,6.18,4.98,18.52,20,23,92.1,93.26,11.5,13.55,8,10,8,11,27.88,17.0,46.88,26.18,17.13,26.81,31.32,26.65,18,19,21.83,34.89,23.07,29.77,0.0,0.0,nature_based_non_human,4,short_word,
Gänsehaut,10,11,13,10,78.0,81.55,83.15,87.2,24.81,14.86,18.05,10.14,21,23,79.86,84.91,19.76,14.96,9,10,9,10,23.22,-16.8,-20.22,-24.1,39.77,25.44,19.04,40.36,19,19,2.16,-22.26,38.05,31.3,0.0,0.0,,9,long_word,
Garage,11,10,12,10,74.09,89.1,93.5,89.5,23.21,7.61,10.16,13.0,21,22,81.24,91.68,18.83,11.43,10,8,10,9,11.8,4.5,32.3,27.0,29.82,6.48,29.74,28.05,18,19,8.56,29.79,22.41,28.27,0.0,0.0,,6,short_word,
Garbe,6,8,12,11,56.33,39.75,79.83,89.27,31.5,21.01,23.02,9.73,14,23,46.86,84.35,26.3,18.2,6,9,11,8,17.5,8.89,36.18,12.38,23.96,11.26,26.5,20.54,15,19,12.33,26.16,17.22,26.46,0.32,0.0,nature_based_non_human,5,short_word,plant
Gardine,9,11,13,9,79.78,89.82,92.23,91.0,26.93,11.61,13.08,7.78,20,22,85.3,91.73,20.07,11.01,7,11,8,11,0.0,-3.45,34.63,33.0,20.1,14.6,34.66,31.27,18,19,-2.11,33.68,16.46,31.8,0.0,0.0,,7,long_word,
Garn,12,9,12,10,71.0,78.0,79.5,87.9,17.39,19.73,26.73,23.45,21,22,74.0,83.32,18.29,25.07,10,9,11,8,11.7,-4.22,13.82,21.75,13.89,14.97,15.23,25.67,19,19,4.16,17.16,16.21,20.03,0.0,0.0,,4,short_word,
Garten,9,11,12,11,76.78,82.64,92.5,91.64,20.38,17.33,10.21,7.97,20,23,80.0,92.09,18.49,9.01,10,8,10,9,46.4,47.75,55.9,52.22,24.08,25.81,23.79,23.17,18,19,47.0,54.16,24.12,22.92,0.0,0.0,,6,short_word,
Gärtner,11,9,12,11,66.36,73.78,91.25,87.91,24.46,23.42,14.4,11.89,20,23,69.7,89.65,23.67,13.08,8,10,9,10,23.88,29.8,45.44,46.4,22.88,26.58,18.01,27.97,18,19,27.17,45.95,24.47,23.14,0.0,0.0,nature_based_human,7,long_word,
Gärtnerei,12,9,12,10,67.33,69.33,92.58,73.6,28.37,21.84,8.61,20.79,21,22,68.19,83.95,25.19,17.82,10,8,7,12,20.0,35.5,38.86,43.33,16.01,32.47,20.5,29.2,18,19,26.89,41.68,25.16,25.81,0.0,0.0,,9,long_word,
Gasse,11,9,13,10,78.82,73.33,95.15,84.6,25.23,22.92,6.87,18.97,20,23,76.35,90.57,23.75,14.2,9,10,9,10,22.56,7.8,18.56,13.8,39.07,53.73,24.24,18.78,19,19,14.79,16.05,46.68,21.06,0.0,0.0,,5,short_word,
Gast,12,8,11,12,53.08,42.13,69.18,78.5,36.03,23.21,28.29,22.13,20,23,48.7,74.04,31.31,25.13,9,9,8,11,24.33,42.67,47.63,57.91,17.85,35.55,23.79,23.33,18,19,33.5,53.58,28.87,23.45,0.0,0.0,nature_based_human,4,short_word,
Gaul,11,10,13,10,78.0,81.6,90.54,94.5,19.26,15.93,13.46,5.44,21,23,79.71,92.26,17.41,10.72,9,10,10,9,-7.22,-14.0,13.5,9.44,24.28,14.27,42.61,30.11,19,19,-10.79,11.58,19.39,36.26,0.0,0.0,nature_based_non_human,4,short_word,
Gaumen,11,10,11,12,71.91,77.5,78.73,80.17,26.35,19.47,24.02,17.46,21,23,74.57,79.48,22.93,20.38,10,8,9,10,11.4,9.5,14.44,22.4,24.03,24.72,22.41,24.98,18,19,10.56,18.63,23.63,23.49,0.0,0.0,,6,short_word,
Gazelle,11,10,13,10,85.55,74.5,92.46,76.5,12.49,25.65,10.94,21.55,21,23,80.29,85.52,20.15,17.91,9,9,9,10,33.11,48.78,54.22,42.2,21.33,31.64,16.94,24.91,18,19,40.94,47.89,27.39,21.81,0.0,0.0,nature_based_non_human,7,long_word,
Gebäude,12,9,10,12,72.0,71.44,95.1,88.17,19.69,19.3,8.66,12.09,21,22,71.76,91.32,19.03,11.01,8,10,9,10,6.13,6.9,27.0,25.4,12.87,15.54,21.6,26.56,18,19,6.56,26.16,14.01,23.68,0.0,0.0,,7,long_word,
Gebet,9,11,13,10,43.0,41.82,54.85,62.2,34.88,27.62,35.62,36.94,20,23,42.35,58.04,30.24,35.55,9,9,9,10,-11.89,11.22,55.67,32.2,46.99,23.23,37.55,56.89,18,19,-0.33,43.32,37.87,48.88,0.0,0.0,,5,short_word,
Gebiet,9,11,12,11,49.67,34.55,66.08,60.73,23.69,23.16,26.36,29.19,20,23,41.35,63.52,24.04,27.24,9,10,9,10,8.11,5.0,4.33,14.4,27.11,20.43,11.1,16.95,19,19,6.47,9.63,23.19,15.0,0.0,0.0,,6,short_word,
Gebirge,11,10,12,11,85.18,86.1,91.83,88.0,10.26,8.89,10.76,16.5,21,23,85.62,90.0,9.4,13.62,11,7,10,9,41.91,54.43,66.6,43.33,28.79,47.34,25.96,44.07,18,19,46.78,55.58,36.31,36.64,0.0,0.0,,7,long_word,
Gebiss,8,13,14,9,87.75,86.77,93.57,88.78,14.71,15.05,9.29,19.27,21,23,87.14,91.7,14.55,13.84,11,7,10,9,-8.55,-7.71,-2.7,-6.56,22.58,19.69,45.01,50.01,18,19,-8.22,-4.53,20.9,46.13,0.0,0.0,,6,short_word,
Geburt,9,11,11,12,63.44,69.55,61.64,86.83,26.79,24.15,37.12,12.7,20,23,66.8,74.78,24.88,29.54,8,10,9,10,30.75,30.1,58.89,59.2,44.85,62.01,45.55,18.42,18,19,30.39,59.05,53.52,33.04,0.0,0.0,,6,short_word,
Geburtstag,11,10,12,11,57.36,36.0,64.67,77.73,28.18,20.63,32.93,29.55,21,23,47.19,70.91,26.61,31.36,8,10,10,9,59.0,53.5,55.7,56.0,19.14,46.53,32.39,25.78,18,19,55.94,55.84,36.12,28.64,0.0,0.0,,10,long_word,
Gedächtnis,9,11,12,11,23.33,17.82,35.0,40.55,28.08,17.54,30.82,38.42,20,23,20.3,37.65,22.4,33.97,9,10,11,8,33.22,46.0,45.45,48.25,30.9,32.4,38.3,27.83,19,19,39.95,46.63,31.5,33.44,0.0,0.0,,10,long_word,
Gedanke,9,11,11,12,22.89,30.64,28.36,35.75,24.17,18.11,29.35,35.57,20,23,27.15,32.22,20.84,32.22,9,9,9,10,44.44,33.78,34.0,53.9,29.88,35.01,31.69,21.76,18,19,39.11,44.47,32.05,28.06,0.0,0.0,,7,long_word,
Gedicht,11,10,11,11,56.45,50.9,45.73,75.73,31.26,27.29,26.37,27.25,21,22,53.81,60.73,28.84,30.34,9,10,9,10,50.78,47.9,29.44,47.9,28.72,31.25,26.29,26.28,19,19,49.26,39.16,29.27,27.24,0.0,0.03,,7,long_word,
Geduld,12,9,12,11,20.17,12.0,38.75,40.45,22.64,9.79,33.16,30.71,21,23,16.67,39.57,18.37,31.3,9,9,8,11,25.0,30.78,43.0,52.27,35.78,51.36,28.12,28.47,18,19,27.89,48.37,43.04,27.93,0.0,0.0,,6,short_word,
Gefahr,10,11,13,10,37.4,23.82,34.0,48.2,22.75,18.06,29.54,35.2,21,23,30.29,40.17,21.08,32.17,9,10,9,10,-53.78,-63.5,-55.78,-66.1,28.22,29.18,29.46,25.12,19,19,-58.89,-61.21,28.36,27.0,0.0,0.0,,6,short_word,
Gefährdung,11,10,11,12,25.45,16.9,35.82,33.25,24.68,14.1,33.27,36.84,21,23,21.38,34.48,20.32,34.4,8,11,8,11,-47.25,-42.18,-54.5,-58.09,13.42,31.03,30.85,32.17,19,19,-44.32,-56.58,24.73,30.79,0.0,0.0,,10,long_word,
Gefängnis,10,9,12,11,83.2,80.78,86.75,80.64,19.05,13.32,14.56,18.29,19,23,82.05,83.83,16.18,16.36,13,13,12,13,-64.92,-58.85,-83.33,-67.69,27.01,50.54,31.35,50.72,26,25,-61.88,-75.2,39.82,42.43,0.0,0.0,,9,long_word,
Gefäß,11,9,11,11,70.18,72.78,77.27,86.45,19.85,20.91,29.56,15.72,20,22,71.35,81.86,19.83,23.58,9,9,8,11,12.0,3.11,19.5,25.18,18.67,9.97,26.43,21.85,18,19,7.56,22.79,15.22,23.35,0.0,0.0,,5,short_word,
Gefüge,9,11,13,10,28.0,22.64,33.54,37.6,26.83,16.3,33.7,25.76,20,23,25.05,35.3,21.22,29.92,9,9,9,10,4.67,-6.0,1.89,7.4,23.75,30.56,12.52,16.4,18,19,-0.67,4.79,27.11,14.57,0.0,0.0,,6,short_word,
Gegenteil,11,9,13,9,18.55,18.67,34.38,28.33,26.44,24.03,33.31,31.2,20,22,18.6,31.91,24.72,31.85,10,8,9,10,-6.6,0.38,-14.67,-10.7,19.93,10.82,33.86,22.29,18,19,-3.5,-12.58,16.47,27.6,0.0,0.0,,9,long_word,
Gegenwart,9,10,10,12,26.56,14.4,24.9,48.83,27.77,17.04,28.59,32.92,19,22,20.16,37.95,22.95,32.66,9,9,9,11,-1.11,22.56,-0.56,34.0,44.43,29.5,22.29,28.43,18,20,10.72,18.45,38.56,30.75,0.0,0.0,,9,long_word,
Gehalt,10,11,11,12,36.9,21.09,55.0,69.75,32.23,16.26,31.5,30.81,21,23,28.62,62.7,25.79,31.34,8,10,10,9,16.0,36.9,57.1,59.44,42.78,49.87,30.25,30.39,18,19,27.61,58.21,46.74,29.48,0.0,0.0,,6,short_word,
Gehege,13,8,11,12,64.92,79.88,81.73,80.42,24.31,17.41,20.6,17.01,21,23,70.62,81.04,22.72,18.38,9,10,9,10,-12.67,-6.0,11.44,14.6,26.97,29.5,28.35,22.2,19,19,-9.16,13.11,27.75,24.62,0.0,0.0,,6,short_word,
Gehirn,10,11,12,10,91.3,81.73,80.58,77.8,10.07,19.29,25.23,23.55,21,22,86.29,79.32,15.99,23.94,9,9,11,9,22.11,3.0,52.0,35.22,30.78,23.72,38.73,36.34,18,20,12.56,44.45,28.42,37.67,0.0,0.0,,6,short_word,
Geier,10,10,12,11,86.0,82.5,92.92,85.64,13.39,24.98,10.16,12.56,20,23,84.25,89.43,19.59,11.71,9,9,10,9,-32.22,-20.11,11.7,-33.56,41.19,37.27,61.2,55.91,18,19,-26.17,-9.74,38.61,61.65,0.0,0.0,nature_based_non_human,5,short_word,
Geige,10,9,13,10,93.4,95.0,95.77,92.0,7.86,5.83,5.2,10.19,19,23,94.16,94.13,6.83,7.8,10,9,8,11,44.0,31.78,46.13,46.91,33.73,29.66,28.09,40.39,19,19,38.21,46.58,31.61,34.83,0.0,0.0,,5,short_word,
Geisel,11,9,12,11,67.45,62.67,63.25,88.91,23.63,21.17,25.64,11.17,20,23,65.3,75.52,22.1,23.61,9,10,10,9,-70.22,-75.3,-86.8,-79.44,28.94,25.76,21.03,18.65,19,19,-72.89,-83.32,26.66,19.75,0.0,0.0,nature_based_human,6,short_word,
Geist,12,8,10,12,56.58,66.5,60.0,43.58,28.21,38.36,29.91,31.1,20,22,60.55,51.05,32.06,30.98,9,9,10,9,18.22,21.67,23.9,1.44,16.63,48.98,47.96,52.99,18,19,19.94,13.26,35.53,50.31,0.0,0.0,,5,short_word,
Geiz,10,10,11,11,32.1,21.9,36.36,40.64,27.51,18.86,36.9,33.84,20,22,27.0,38.5,23.54,34.62,9,9,10,9,-61.67,-50.78,-66.6,-50.44,27.16,31.51,25.95,16.27,18,19,-56.22,-58.95,29.09,22.87,0.0,0.0,nature_based_non_human,4,short_word,
Geklapper,10,10,12,11,43.5,40.3,62.58,36.64,35.18,26.1,37.59,31.91,20,23,41.9,50.17,30.19,36.67,9,9,9,10,-32.22,-14.44,-27.89,-28.7,29.27,27.63,33.49,19.2,18,19,-23.33,-28.32,29.09,26.13,0.0,0.0,,9,long_word,
Geländer,10,10,11,11,76.9,84.8,93.45,79.55,19.85,18.51,8.58,22.54,20,22,80.85,86.5,19.11,18.1,11,8,9,10,12.73,1.63,27.22,26.1,15.15,17.44,22.9,37.02,19,19,8.05,26.63,16.66,30.31,0.0,0.0,,8,long_word,
Geld,10,9,12,10,75.5,81.67,91.83,90.0,18.62,23.13,8.26,12.62,19,22,78.42,91.0,20.52,10.24,10,8,9,10,8.9,30.25,53.56,52.0,42.1,25.38,36.71,27.43,18,19,18.39,52.74,36.37,31.23,0.0,0.0,,4,short_word,
Geldstück,11,9,12,11,85.91,87.33,95.75,91.91,11.58,10.05,6.51,12.38,20,23,86.55,93.91,10.66,9.73,9,9,9,10,20.78,16.89,47.0,38.7,34.61,26.19,38.4,33.17,18,19,18.83,42.63,29.84,34.98,0.0,0.0,,9,long_word,
Gelee,10,10,13,10,70.6,67.6,80.31,80.8,28.46,23.36,19.76,22.54,20,23,69.1,80.52,25.39,20.52,10,8,10,9,-5.6,13.5,37.7,47.11,21.39,19.66,31.86,21.87,18,19,2.89,42.16,22.29,27.27,0.0,0.0,,5,short_word,
Gelenk,10,12,13,9,76.5,78.75,95.15,81.0,19.27,17.75,6.28,25.55,22,22,77.73,89.36,18.04,17.95,10,9,9,10,-2.1,-7.11,24.0,18.4,30.75,11.01,33.18,19.32,19,19,-4.47,21.05,23.09,26.16,0.0,0.0,,6,short_word,
Gemälde,12,8,10,12,67.58,82.13,94.5,88.83,24.02,14.83,5.34,11.49,20,22,73.4,91.41,21.64,9.47,11,7,8,11,33.0,34.57,31.13,58.64,28.32,42.46,18.76,33.19,18,19,33.61,47.05,33.3,30.72,0.0,0.0,,7,long_word,
Gemse,11,10,13,10,75.82,74.6,91.54,86.7,21.99,17.18,12.19,22.05,21,23,75.24,89.43,19.37,16.91,10,8,8,11,20.6,16.75,45.88,33.64,19.17,17.18,29.44,23.54,18,19,18.89,38.79,17.88,26.14,0.0,0.0,nature_based_non_human,5,short_word,
Gemüse,10,11,12,12,71.0,85.91,89.83,82.25,23.29,14.36,13.72,17.02,21,24,78.81,86.04,20.13,15.61,9,9,9,10,35.0,46.89,53.33,60.8,23.07,39.21,26.68,27.94,18,19,40.94,57.26,31.8,26.86,0.0,0.0,,6,short_word,
Gemüt,12,8,13,10,12.67,25.5,25.77,37.3,11.05,26.28,28.64,32.8,20,23,17.8,30.78,19.15,30.36,10,9,8,11,8.0,15.78,27.75,12.64,23.73,17.95,25.83,20.1,19,19,11.68,19.0,20.99,23.3,0.0,0.0,nature_based_human,5,short_word,
General,11,9,11,12,70.09,61.56,85.18,72.0,29.71,10.88,15.08,32.85,20,23,66.25,78.3,23.1,26.23,10,8,9,10,-34.5,-41.75,-35.44,0.6,53.74,39.54,39.95,34.44,18,19,-37.72,-16.47,46.76,40.55,0.0,0.0,nature_based_human,7,long_word,
Genesung,12,9,13,10,24.83,24.11,36.85,59.1,26.65,19.87,28.7,32.6,21,23,24.52,46.52,23.43,31.8,9,9,11,8,49.56,62.89,79.91,64.88,12.37,27.73,25.68,26.7,18,19,56.22,73.58,21.93,26.49,0.0,0.0,,8,long_word,
Genick,9,10,13,10,70.11,76.6,85.62,89.0,24.36,18.56,21.98,12.64,19,23,73.53,87.09,21.15,18.22,10,8,9,10,-7.3,-22.38,18.78,5.3,30.38,25.29,30.95,28.28,18,19,-14.0,11.68,28.48,29.55,0.0,0.0,,6,short_word,
Genuss,10,10,13,10,34.3,31.9,51.38,55.2,28.49,26.47,30.15,33.43,20,23,33.1,53.04,26.79,30.93,7,11,8,11,61.29,65.64,42.88,57.64,32.38,23.14,25.96,36.07,18,19,63.94,51.42,26.26,32.27,0.0,0.0,,6,short_word,
Gepard,10,10,12,11,89.4,87.6,95.08,86.09,10.54,13.33,6.83,14.24,20,23,88.5,90.78,11.73,11.69,8,11,10,9,34.25,28.45,13.2,4.22,10.93,25.17,60.46,35.3,19,19,30.89,8.95,20.17,49.02,0.0,0.0,nature_based_non_human,6,short_word,
Gerät,9,11,12,11,46.0,61.55,59.58,60.82,32.39,23.83,32.32,34.57,20,23,54.55,60.17,28.35,32.65,9,9,11,8,8.67,-0.22,16.18,15.88,18.47,5.02,22.1,20.22,18,19,4.22,16.05,13.9,20.75,0.0,0.0,,5,short_word,
Gericht,10,10,11,12,75.8,65.7,73.91,70.58,25.81,16.21,19.95,31.19,20,23,70.75,72.17,21.61,25.89,9,9,9,11,-4.33,0.56,-24.33,-19.18,50.2,37.12,42.84,57.62,18,20,-1.89,-21.5,42.9,50.27,0.0,0.0,,7,long_word,
Geröll,9,10,11,12,67.33,75.6,82.73,79.42,32.51,15.72,19.86,21.3,19,23,71.68,81.0,24.72,20.23,10,8,9,10,-23.0,-16.0,-16.67,-36.2,38.63,26.96,32.17,29.25,18,19,-19.89,-26.95,33.2,31.43,0.0,0.0,,6,short_word,
Gerte,9,11,12,10,65.78,70.91,79.25,81.8,21.11,26.8,33.05,17.66,20,22,68.6,80.41,23.92,26.6,7,10,9,10,-9.14,-20.0,-5.56,3.6,17.96,23.74,21.2,22.4,17,19,-15.53,-0.74,21.64,21.74,0.04,0.0,,5,short_word,
Geruch,9,12,12,11,30.56,30.67,30.0,49.0,26.08,28.02,33.29,32.98,21,23,30.62,39.09,26.53,33.8,7,11,8,11,-13.43,12.55,7.75,10.45,48.51,34.28,13.17,34.43,18,19,2.44,9.32,41.13,26.98,0.0,0.0,,6,short_word,
Gerüst,11,8,11,12,79.36,83.5,94.09,86.17,14.14,13.3,10.91,16.58,19,23,81.11,89.96,13.58,14.42,9,10,9,10,-1.67,-2.5,4.22,-22.0,16.7,15.36,18.42,25.48,19,19,-2.11,-9.58,15.56,25.62,0.0,0.0,,6,short_word,
Geschäft,11,9,11,12,56.09,54.78,76.55,80.25,29.29,24.59,20.79,22.33,20,23,55.5,78.48,26.58,21.2,9,9,10,9,18.89,-0.78,17.2,28.44,32.03,16.97,13.5,31.13,18,19,9.06,22.53,26.84,23.56,0.0,0.0,,8,long_word,
Geschenk,10,9,12,10,68.1,83.78,60.67,73.0,22.72,12.65,29.42,28.0,19,22,75.53,66.27,19.85,28.79,10,8,10,10,62.1,56.75,52.2,60.9,23.15,33.14,23.21,25.78,18,20,59.72,56.55,27.27,24.29,0.0,0.0,,8,long_word,
Geschichte,14,15,15,17,44.64,54.47,65.27,56.35,21.7,19.18,24.86,23.18,29,32,49.72,60.53,20.68,24.02,10,9,8,11,32.7,31.44,27.63,25.36,25.09,30.62,35.91,36.21,19,19,32.11,26.32,27.05,35.09,0.0,0.0,,10,long_word,
Geschick,12,8,12,11,19.08,19.63,36.42,51.27,12.04,18.51,31.77,32.61,20,23,19.3,43.52,14.5,32.33,9,9,11,8,29.11,44.33,46.27,34.88,25.59,28.06,34.37,28.03,18,19,36.72,41.47,27.2,31.55,0.0,0.0,,8,long_word,
Geschirr,11,10,13,10,80.36,89.2,93.15,91.7,19.38,9.57,8.74,5.98,21,23,84.57,92.52,15.79,7.54,9,10,9,10,-17.22,4.2,22.11,38.0,33.41,10.55,17.3,32.75,19,19,-5.95,30.47,25.93,27.12,0.0,0.0,,8,long_word,
Geschöpf,11,8,12,11,37.27,37.75,43.33,73.27,30.74,24.97,28.44,27.83,19,23,37.47,57.65,27.7,31.47,10,8,10,11,25.4,49.0,31.9,30.64,24.45,33.43,21.66,31.99,18,21,35.89,31.24,30.37,26.89,0.0,0.0,,8,long_word,
Geschoss,11,10,11,12,61.55,54.2,76.18,70.83,24.14,10.88,22.71,32.9,21,23,58.05,73.39,18.94,27.98,8,11,10,9,-9.5,-23.55,-49.6,-44.89,45.14,35.09,40.69,52.66,19,19,-17.63,-47.37,39.08,45.45,0.0,0.0,,8,long_word,
Geschrei,10,10,13,10,53.4,40.0,45.38,46.1,38.09,24.89,38.1,32.11,20,23,46.7,45.7,32.06,34.84,9,9,9,10,-35.33,-38.56,-29.89,-57.5,33.87,24.58,24.69,29.93,18,19,-36.94,-44.42,28.76,30.32,0.0,0.0,,8,long_word,
Gesetz,10,11,11,12,27.6,15.45,40.73,55.08,25.99,15.43,34.32,35.1,21,23,21.24,48.22,21.49,34.72,9,9,9,10,-5.78,3.22,29.78,19.9,41.6,29.87,31.62,18.27,18,19,-1.28,24.58,35.43,25.24,0.0,0.0,,6,short_word,
Gesicht,11,10,13,10,81.55,81.4,93.0,89.7,22.51,16.98,7.66,10.97,21,23,81.48,91.57,19.57,9.16,9,9,8,11,37.0,40.11,31.75,34.0,35.47,36.45,30.48,31.3,18,19,38.56,33.05,34.93,30.12,0.0,0.0,,7,long_word,
Gespenst,10,11,11,12,83.3,86.36,67.55,63.42,9.94,14.73,34.73,32.33,21,23,84.9,65.39,12.47,32.8,11,8,11,8,-3.0,-2.88,-48.0,-56.0,40.89,45.13,38.34,25.77,19,19,-2.95,-51.37,41.49,33.04,0.0,0.0,,8,long_word,
Gespräch,11,8,12,11,47.55,53.88,47.08,53.18,32.32,22.85,38.15,31.92,19,23,50.21,50.0,28.17,34.65,9,9,9,10,20.0,28.56,37.56,49.7,40.22,40.84,32.13,34.56,18,19,24.28,43.95,39.56,33.09,0.0,0.0,,8,long_word,
